ulasan,nilai
"mau tanya kenapa ya dari tgl 26 nvember setiap mau login harus pakai kode otp terus...nggak bisa login otomatis ,,biasanya login cuma pakai pin saja,,mohon bantuannya",NEGATIF
Oke,POSITIF
Pakai kode referal ini yu kita sukses bersama @orangsukses,POSITIF
Cukup untuk saya,POSITIF
"Bisnis jual beli aset paling mudah dan menjanjikan keuntungan , Aplilasi ini sangat cocok untuk menambah penghasilan disaat pandemi dan kapansaja, karena bisa dikerjakan dirumah atau dimanasaja,",POSITIF
"Akun ku verified, tk kasih *5",POSITIF
"Aplikasinya mudah dipahami , good pintu @syaifulb1975",POSITIF
Mantaap,POSITIF
Woke,POSITIF
Top,POSITIF
"Sangat membatu bagi trader PemulaðŸ˜Ž, Thankyou PTU",POSITIF
Top,POSITIF
Aplikasi yang simpel,POSITIF
Sudah lama dan sudah berkali2 gagal terus deposit dr pintu ke binance. Ujungnya ditarik lagi ke rekening bank. Buang2 fee transfer doang!!,NEGATIF
Mantap lahh pokoknya,POSITIF
Puas,POSITIF
ðŸ˜ðŸ‘,POSITIF
the best spot scalping trading ever ðŸ˜ƒ,POSITIF
bagus aplikasinya,POSITIF
Mantap,POSITIF
Good,POSITIF
"aplikasi parah, ga bisa setting harga jual dan beli seperti aplikasi serupa, harga ditentukan aplikasi, parah",NEGATIF
tambah fitur QRIS pasti makin joss,POSITIF
Ok,POSITIF
Pake kode ini untuk dapatkan 0.04% @nasigoreng,POSITIF
Kasih bintang 5,POSITIF
nanti akan aq tambah bintang nya,NEGATIF
Masih coba coba semoga bagus dampakx.,POSITIF
"Kalau profit susah ditarik,giliran CL mudah, sangat merugikan trader",POSITIF
"Makin ke sini ko sulit buat jual beli selalu terkendala ""harga telah berubah masukan ulang nominal anda""",NEGATIF
Mantap Semua terus berkembang dengan inovasi terbaru..,POSITIF
Aplikasi nya sangat bagus dan simpel,POSITIF
Aplikasinya bagus baget!!!!!!!!!!!!!!!!!!!!!!!! Masukan Kode@kodemenarik untuk mendapatkan keuntungan lebihâœ¨,POSITIF
"Kirim BNB dari pintu apps kepada BNB Trust wallet, Fee nya sampe 45k, Sangat beda jauh dengan aplikasi sebelah yang lebih murah. ðŸ‘ŽðŸ‘ŽðŸ‘Ž",NEGATIF
"Selisih harga tengah, esetimasi harga dan harga final selisihnya jauh bgt,, misalnya beli bitcoin yang harga tengahnya 789jt esetimasi harga berubah jadi 791jt terus harga finalnya berubah jadi 794jt, jauh bgt selisihnya",NEGATIF
Mantab bos,POSITIF
"token baru aja rilis uda buat hancur wkwk Dasar token lokal token abal"" ðŸ˜‚",NEGATIF
Bagus dan sangat mudah,POSITIF
kecewa dengan PTU yang lounching tapi harga buruk harusnya karena baru lounching ada promo atau harga meroket ini malah harga longsor sampe bawah,NEGATIF
"Kalau ada yang membutuhkan bantuan langsung di tanggapi,jangan setengah setengah,nomor sudah tidak aktif ingin ganti harus banyak persyaratan,pas persyaratan sudah di penuhi sudah di kirim tidak ada balasan,gimana bisa masuk lagi ke akun PINTU!!!Sampai sekarang hasilnya nihil kalau tetap tidak bisa masuk ke akun terpaksa hapus Aplikasinya dan pindah ke TokoCrypto.",NEGATIF
Banyak dikembangkan lagi dan koin/ token diperbanyak,POSITIF
Sudah terverfikasi... udah bisa transaksi Koq minta verfikasi lagi.... hhm jadi bingungðŸ˜‡ðŸ˜‡ðŸ˜‡,NEGATIF
Mudah mudahan menjadi berkah untuk sememua penggunanya aamiiin...,POSITIF
Saya sangan rekomendasikan aplikasi pintu.. semua sistem sangat mudah pokok nya mantaaaaaaaaaaaaaaaaaaappppp,POSITIF
Aku baru aku kasi tiga bintang,NEGATIF
"Apa""an token sendiri langsung ngedrop nyangkut smua . Nyesel join di PINTU . launching token sendiri paling akhir pas harga dah naik baru bisa beli",NEGATIF
Segini dulu,NEGATIF
"fee kirim cryptonya mahal, chat supportnya tidak tanggap, nyeselah intinya",NEGATIF
uksmk2,POSITIF
Coin sesat,NEGATIF
Mantap,POSITIF
Nice,POSITIF
Koin sampah!,NEGATIF
Good,POSITIF
Hemm token ptu drastis turun kok listing di aplikasi sebelah duluan,NEGATIF
Sangat puas menggunakan aplikasi pintu,POSITIF
Sering eror,NEGATIF
"Terkadang masih terdapat bug, sehingga transaksi jual/beli tidak lancar, dan proses penarikan dana ke rekening sering terjadi masalah.",NEGATIF
Aplikasi ini sangat bagus dan mudah di gunakan untuk para pemula dan kita tinggal beli coin yang kita inginkan dengan cepat metode pembayaran pun sangat sederhana di bank besar untuk keamanan sangat canggih dengan teknologi privat key dan aman sudah terawasi oleh Ojk dan kominfo.,POSITIF
Mantullll,POSITIF
"App nya mantap mudah di pahami bagi pemula seperti saya,,dan lebih kerennya lagi ad crypto baru yang mana namanya PTU ,,pokonya jos jos",POSITIF
Ok,POSITIF
Good,POSITIF
Salam cuan sahabat,POSITIF
Oke,POSITIF
Gud,POSITIF
Oke,POSITIF
Menurut saya kurang pas dalam penjualan nya,POSITIF
"Cok gblg amat penarikan di permasalahkan , awal awal bisa ko . lah sekarang malah beda nama . beda penempatan doang . mana saya bank BCA dia bilang bank mandiri syariah . LAWAK",NEGATIF
Bagusssssssssssss,POSITIF
ðŸ‘,POSITIF
Aplikasinya gampang. Banyakin promo ajaa..,POSITIF
ok token indo yang gw nanti dah sampe,POSITIF
Blum bisa tarik ke akun dana atau ovo klo sdh bisa ksi bintang 5,NEGATIF
Saya mau mengajukan permohonan penggantian nomor hp karena nomor hp di akun saya . Sama nomor hp di ewallet saya berbeda. Proses nya ribet sekali. Harusnya dipermudah,NEGATIF
"Mikir seribu kali invest disini, ditanya asal usul acuan harga nya gak dijawab,,",NEGATIF
mantap,POSITIF
Bermanfaat bgttttt,POSITIF
Sudah bisa verifikasi..terima kasih,POSITIF
App nya bagus dan mantap buat pemula,POSITIF
"Semoga kedepannya lebih bagus,karna saya akan pakai aplikasi ini dalam jangka yg panjang/lama",POSITIF
Untung...,POSITIF
OTP Tidak pernah Dikirim -_- ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜ ðŸ˜ ,NEGATIF
"Sukses untuk semua, sehat selalu... biar selalu cuan cuan.... cuan",POSITIF
Mudah mudahan amanah,POSITIF
Wah ini mantab gan bagi pemula transaksi sangat mudah transfer trading oke segera instal pakai referal @sukemi1107264,POSITIF
Akurat dan terpercaya,POSITIF
4 star dlu. Klo sdh dpt 1 milyar tmbh 5 star ðŸŒŸ ðŸ˜ðŸ˜,POSITIF
Aplikasinya mudah dipakai dan banyak menunya. Bisa pakai referal @pakaipintu untuk dapat bonusnya.,POSITIF
"ngetik pin nya agak ngelag jadi harus 2x ketik, nggak kaya ovo tektektektek",POSITIF
"Apk nya bagus ,mudah di pelajari dan semoga bisa investasi dengan baik dari aplikasi ini ,.",POSITIF
Pintu semakin di depan..,POSITIF
Dapat bonus pakai kode reff [ @flix ] ini biar masuk,POSITIF
"Ga ribet, mantap dh",POSITIF
Tolong beberapa bug diperbaiki,NEGATIF
Sementara masih nyaman untuk pengguna baru kayak saya,POSITIF
"Gak bisa order buy/ sell dengan angka yang kita patok, gak cocok buat trading, cocoknya buat investasi",NEGATIF
Klo koin lagi naik susah dijual,NEGATIF
Aplikasi bintang 5 ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,POSITIF
Apps yg friendly,POSITIF
Versi baru grafik malah susah dibaca lebih enak dibaca dan dimengerti versi lamanya.... ribet â˜¹ï¸,NEGATIF
mantap,POSITIF
Sangat membantu kondisi uang saya.,POSITIF
Good,POSITIF
Mantap,POSITIF
"Aplikasi bagus, mudah-mudahan koinnya bertambah banyak",POSITIF
Mantap.!!!,POSITIF
Good,POSITIF
Pintu aplikasi legal,POSITIF
sukses selalu pintu.idðŸŽ‰ðŸŽ‰ðŸŽ‰,POSITIF
Baguss,POSITIF
pintu yang terbaik dah pokoknya...ðŸ˜ŠðŸ˜€ðŸ˜Ž,POSITIF
"Aplikasi bagus, sangat mudah d gunakan.. Mudah""an ada rezekinya",POSITIF
Kode referral biar sama sama dapet bonus @firdausthoriq,POSITIF
Good forefer,POSITIF
Lemot,POSITIF
Bintang 5 kalo ada limit order sma wd ewalet,NEGATIF
"Bagus ini,banyak ilmu baru",POSITIF
Bagussasa bangetttt,POSITIF
"Pintu sangat membantu banget,karna aplikasinya mudah bgt buat pemula kayak aku.....trimakasih",POSITIF
Harga beli dan jual tidak sesuai jauh melampaui pasar harga,NEGATIF
Wah oke banget lah,POSITIF
Mantap,POSITIF
"Keren aplikasi ini, proses mudah dan cepat",POSITIF
Mantap,POSITIF
Good yaw,POSITIF
5 star,POSITIF
Saya suka ini,POSITIF
"Serba lama, ga kaya apk crypto lain.Customer service nya juga kurang, ga recommend deh ni apk.",NEGATIF
Aplikasi pintu memang baik,POSITIF
Good,POSITIF
Tolong ya aplikasiny diperbaiki ini lemot banget,NEGATIF
mantaaaP,POSITIF
Mantap List Coinnya banyakin dong,POSITIF
telat serok ptu gara2 GK ada notif,NEGATIF
"Token PTU di jual udah mahal mau beli eror,udah kebeli anjlok gua kasih bitang 1",NEGATIF
Mantap dech..... Punya modal mau depo lgi yg gede hehe,POSITIF
Aplikasi sering keluar sendiri,NEGATIF
"Gampang buat pemula,fee wd paling murah,,top lah pintuðŸ˜",POSITIF
Ngeri harga ptuðŸ¤£ udah pemula rugi lagiðŸ¥ºðŸ¤£,NEGATIF
"buat token,cuma ambil keuntungan sendiri doang,komunitasnya mewek",NEGATIF
Hallo pintu... kenapa deposit saya gak masuk... tolong yah... di chat juga gak ada balasan... tolong di baca ini,POSITIF
"Apk sampah. Tidak mempriotaskan pemakenya sendiri, padaha ada yg sudah dr lama , kecewa tokennya malah rilis di tempat lain. Di pintu sendiri waktu harga sudah tinggi baru ada PTU . Kecewa sih malah nyangkut pulak",NEGATIF
Baik,NEGATIF
fitur selfie benerin biar bisa focus masa ga support focus nya,POSITIF
@bayumadona,POSITIF
Mantap bnerrrrrr,POSITIF
"Kemarin katanya jika PTU token sudah listing, setiap user yg berhasil kyc akan mendapatkan token tersebut, kok ini blm ada dapat ?? Padahal saya pengguna lama",POSITIF
"Sengaja bintangnya saya turunin ya, sbb pintunya makin mengecewakan.",NEGATIF
Aplikasi jelekkk sering eror.. maintanance melulu.. tradingnya jga mahal beli sudah naik kemudian wktu akan dikonfirmasi naik lgi.. Auto kena 2 kali.. parahhhhh.... bnyk korupsinya...,NEGATIF
"Anu koneksi putus harusnya jangan login kode terus, kemudian juga untuk deposit ke bni yang terkendala pada tadi malam bukti transfer sudah di kirim mohon infonya",POSITIF
Pintu mantab,POSITIF
"Nyesel make ni apk, udh deposit 500k tpi gamasuk, galagi lagi dah kecewa !!, Hati hati buat para pemula yaaa",NEGATIF
"Launching ptu yg tdk di siapkan oleh pintu, ujung2nya merugikan byk org, ngeLag terus, knp gak sejak awal listing di pintu juga ? Apa yg di takutkan ?",NEGATIF
Tolong di naekin lgi token ptu ak rugi gede nih plisss,NEGATIF
good luck,POSITIF
"ORANG COMPLAIN ITU LANGSUNG DI SELESAIKAN, DEPOSIT 3 JAM BELOM MASUK2,DI CHAT MALAH SURU NUNGGU 1X24 JAM, GA COCOK BUAT INVEST,LEMOOOOT.",NEGATIF
Di tuunggu coin PTU gratis min,POSITIF
Sedih cok . Token pintu naiik pas gua beli turun besar .. mengecewakan hihihihi,NEGATIF
Jangan lupa pakai kode refferal : fathul,POSITIF
"Lama sekali deposit nya, mau transaksi jadi terhambat tolong ditingkatkan lagi sistem nya baru saya akan menaikan bintang!",NEGATIF
Kerren,POSITIF
"Njir kocak exchanger macam apa kayak gini gak bisa liat aktivitas market, gak bisa liat limite order buy/sell gak ada pilihan pasang harga limite buat beli/jual se jelek"" nya market lokal indodax sama TKO masih parahan ini fitur nya untung belom daftar baru buka apk nya aja udah bikin ngakak.",NEGATIF
"Aplikasi pintu ngeluarin token ptu. Tp ko listing dluan di market lain? Harganyapun pas di aplikasi pintu udah mahal, heran",NEGATIF
Aplikasi yang bagus dan sangat update. Untuk pengembangan selanjutnya semoga lebih baik lagi. Salam hangat indonesia,POSITIF
Semoga bermanfaat dan berkah,POSITIF
"Deposit ga masuk sedamgkan saldo saya sudah berkurang,harus hati"" kalian semua",NEGATIF
"Bagus & gak ribet aplikasinya. Cuma saran saya tolong di tambahkan lagi jenis crypto lainnya & alat bantu untuk bisa menganalisa pergerakan harga setiap koin. Oh iya, terimakasih jg sudah menghadirkan Pintu Token d aplikasinya. Semoga kedepan Pintu & penggemar setia aplikasi pintu meraih sukses bersama. PT. PINTU KEMANA SAJA. Kemana saja bisa sukses asal lewat pintu, hehe..",POSITIF
CS nya LEMOT,NEGATIF
Oke,POSITIF
"Makin hari makin lambat nih aplikasi ya, deposit dari tadi sampai skrg blm masuk, payah",NEGATIF
"sangat mudah bertransaksi,untuk kekurangannya tolong ditambahkan untuk rekening BCA supaya mempermudah untuk transaksi depo dan penarikan,tolong untuk di perhatikan dari pihak pintu thank...",POSITIF
"Sangat simple,mudah digunakan",POSITIF
Akun saya gk bisa d verifikasi...gmn caranya,NEGATIF
Mantap,POSITIF
App lawak list koin sendiri usernya di anak tirikan liat aja pintu bakal bnyak yg kecewa lo liat aja di sosmed ig lo pintu udah rame ngehujat,NEGATIF
Admin nya anjg,NEGATIF
"Agak kecewa dengan ketidaksiapan dalam menahan lonjakan pengguna, ngeluarin tokennya aja tapi belinya cuman bisa di tempat lain",NEGATIF
Mudahan biss,POSITIF
"Buat apa bikin market PTU,KLO GX BISA DIBELI...",NEGATIF
"Nyesel pake ini,dlu dluan mau beli pintu eror terus...alhasil harganya udah naik Parah baru bisa beli...parahhh,tau gini ga pake pintu",NEGATIF
Apk gk jelas lu. Launching token bilang jam set8 taunya jam 7 udh di listing,NEGATIF
Sangat kecewa sekali dengan pelayanan pintu. Pas token PTU keluar malah gak bisa di beli. Aku hapus aja,NEGATIF
"Anjg gak adil banget coin lokal tapi lebih mentingin listing di luar dari pada aplikasinya sendiri, kecewa sama pintu",NEGATIF
"Aplikasi yang bikin sakit hati, mending pake Binance deh ke mana-mana... Jauh bro bedanya....",NEGATIF
Pinter bet lu,NEGATIF
"Apk ampas,",NEGATIF
"Listing d tempat lain ðŸ™ƒ, gw tf bnb ke pintu gak masuk masuk admin susah d hubungin juga hati2 yg mau deposit lewat crypto",NEGATIF
Kaga bisa dibeli coin pintu ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ kecewa kami,NEGATIF
Ada error saat realese toke PTU,NEGATIF
"Payah, tokennya sendiri listingnya di exchane lain Dulu, para pengguna pintu mau di kasih harga atas?",NEGATIF
GA NGOTAK HARGA PTU LISTING LANGSUNG 26K KATANYA GA ADA MAINTENANCE TAPI MAINTENANCE!!!! PTU SCAM!!!!!!,NEGATIF
"Payah, koin nya koin pintu tpi listingnya di exchange lain, cibaduyut",NEGATIF
Error,NEGATIF
Sangat Membantu,NEGATIF
Bagus...bermaanfaat,POSITIF
Top aja,POSITIF
"Bug parah, grafik turun sampe ribuan persen",NEGATIF
Semoga bermanfaat,POSITIF
"Lemot parah, nominal angkanya gk gerak agresif alhasil gk tepat sasaran ketika beli dan jual...apk investasi model apaan kaya gini...buruk sangat ðŸ‘Ž...",NEGATIF
"aplikasi yg simple. tampilan menu lengkap dan mudah dipahami.. Yang paling penting proses penarikan dana sangat cepat, tidak sampai 5 menit sudah masuk rekening. Yg mau download bisa pake kode referral : ""@anjbyan"" ya..biar saling menguntungkan..ðŸ˜ŠðŸ˜Š",POSITIF
"Buat versi web bang, biar bisa pantau lewat pc ðŸ˜‡, masukin referal @fjrx2000431 biar dapet chasback",POSITIF
"Cpet, aman, dan mudah",POSITIF
Good,POSITIF
Joss gandos,POSITIF
tks,POSITIF
Simple,POSITIF
"Good apss lah meskipun spreadnya gede tapi tetep cuan, tengsss pintu lup bgtðŸ˜ðŸ˜",POSITIF
Kenapa BNB saya tidak masuk saya telah mengirim BNB ke PINTU Chat suport tidak ada jawaban,POSITIF
Yuk yang belom kita saling gunakan kode reff biar dapet keuntungan 0.004 % setiap transaksi. Daftar sekarang dan pake kode reff saya dijamin mantul Ini kodenya @gitgitmiko Makasihhh,POSITIF
Blm coba,POSITIF
Nice exchange ðŸ‰,POSITIF
Josss,POSITIF
"Referral : @rizkhon13 Yang mau pake referral saya, saya doakan dpt cuan Mantap aplikasi nya. Tampilan joss enak buat pemula.",POSITIF
"Pintu memang apk simple, sederhana, sebodohnya orang kalau sudah pakai apk ini dia pasti akan mengerti juga.",POSITIF
Mudah menggunakan aplikasinya,POSITIF
"Ada kendala log in kmbali, kirim pesan minta bantuan k Gmail help@pintu ga di bales, di ig pun sama ga di balas",NEGATIF
"yang baru download wajib pake refferal gua nih ""faridzart"" ,langsung dapet bonus saldoðŸ”¥ðŸ”¥ aku untung kamu juga untung ,gasss",POSITIF
Knpa setiap mau fto ktp sma selfi gak bisa? Udah pake sim sma ktp tunggu bebrapa saat lagi,NEGATIF
Bagus sekarang jaringan nya ga MT,POSITIF
Apk lemot,NEGATIF
"Rekomended buat pemula , cocok untuk pasif investing, dapatkan bonus dgn menggunakan referral : @radenramaap",POSITIF
Bagus,POSITIF
"Gokil kak jual koin kena pajak, binance dan pak CZ tertawa melihat ini :v",NEGATIF
Ayo token pintu segera hadi download jangan sampai ketinggalan,POSITIF
mudah mudahan developer dan kru aplikasi ini mendapatkan berkah ...,POSITIF
"Mantab nih , gampang baca nya .. tingaktin terus ya .. banyakin. Uang cryptonya .. ðŸ‘ðŸ’ª",POSITIF
"Mau deposit aja susah dah lebih dari 10x gak bisa juga deposit, gimana mau gunain aplikasi nya, hm",NEGATIF
Join di pintu 2020 smp skr Nga nyesel update selalu mantap sudah mulai banyak coin yg listing jadi lebih gampang buat jual beli n trading Tinggal nunggu tokenya PTU buat di borong....ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸš€ðŸš€ðŸš€,POSITIF
Mantab event pintu menjanjikan lanjutkan,POSITIF
"Agak lag sana sini tolong upgrade lebih ringan lag pas di dalam menu GK enak bener, dan tolong tambahin koin koin lainnya kalo bisa yg metaverse an",POSITIF
Iya yang itu yang susah gak susah lah,POSITIF
Saya saranin buat ada koin koin micin biar lebih enak lagi,POSITIF
"Di tambahi indikator, serta jangka trading di tambah 1 menit 5 menit 30 menitan, tambahi koin micin juga",NEGATIF
Mantap,POSITIF
Aplikasi bagus. Masukan kode referral untuk mendapatkan komisi (@anjay),POSITIF
Nice,POSITIF
"Mantap, terpercaya dan sangat cepat dalam jual belinya. Recomended dan jangan lupa untuk yg baru gabung masukin referal saya @asepddr",POSITIF
Tolong dikurangi ya fee 2â„… nya,NEGATIF
Saya pakai akun anak saya mau donlot aplikasi pintu gak masuk.masuk gimana caranya,NEGATIF
Kenyamanan hotel bintang lima...pintu memang berkelas....Oya..saya lupa memasukan kode undangan..bgaimana caranya memasukan kode undangan dari teman..?.,POSITIF
"Buat pemula oke lah.. Jual/Beli mudah buat transaksi, Good.. Pertahankan seperti ini pintu..",POSITIF
Nice,POSITIF
Kok gk bisa di instal,NEGATIF
Mantap mau coba dulu,POSITIF
Kren,POSITIF
"Saya mau tanya, di pintu ada mode gelapnya atau tidak?",POSITIF
ðŸ‘,POSITIF
Indikator nya tambah lagi bos. kalo bisa buatin opsi jual otomatis,NEGATIF
pakai kode referal ini @bobdaay auto profit,POSITIF
Bisa narik dana cepat,POSITIF
ok,POSITIF
"Nyesel kemaren ngasuh 5 bintang!! Gua turunin lagi 1 bintang .. karena saldo deposit saya blom masuk , awal kami akan peroses 1x24jm Al hasill sudah 1 hari ehh malah di tambah jadi 2x24jm .. sekiranya saldo saya ga di masukin mending balikin saldo deposit saya ke rek pengirim tadi.. tolong perbaiki kendala ini ..",NEGATIF
Bagus,POSITIF
Pilih pilih mau beresin event juga ya... Gw udh top up buat beresin event trading 1 lgi dari tgl 18 sedang kan habis event tgl 21 kenapa ga dpt sedangkan di grup fb mereka beli akun yg ga kepake sampe puluhan itu dpt semua... Heran sama aplikasi satu ini,NEGATIF
Gampang digunakan oleh pemula seperti saya. Tidak ada biaya transaksi dan informasi yang disajikan cukup jadi referensi.,POSITIF
Mantaaaap pokonya....,POSITIF
"Mohon maaf, kepada semuanya. Saya pengguna baru di aplikasi ini, saya beri bintang 5 sebenarnya saya menyukai aplikasi ini, hanya saja, saya bingung cara menggunakan aplikasi ini, mohon bantuan infonya tentang penggunaan aplikasi ini. Mumpung saya orang awam yg gak tau menggunakan aplikasi ini.",POSITIF
kenapa saya mau masuk ke pintu trs keluar lagi...tolong di cek akun saya.,POSITIF
"Harusny bisa akses lewat website juga lah, lewat apk kurang greget",NEGATIF
Juooooosssss,POSITIF
Sangat bagus semoga berkah,POSITIF
Mantap,POSITIF
Ganteng,POSITIF
saya kasih bintang lima..mudah mudahn saya bisa dalam trading emas.amiiiin,POSITIF
Good,POSITIF
trmkasih pintu...rekomend pokoknya,POSITIF
Buruk,NEGATIF
Sekarang aplikasi nya lemot bner2 apa lagi mau jual atau beli harga berubah2 trus sehingga susah finally,NEGATIF
Komisi seumur hidup dari referal mantap semangat mengajak teman terima kasih,POSITIF
Good,POSITIF
Engga ada radio caca nya kalo bisa lebih kumplit lagi tq ðŸ™,POSITIF
